N,seed,kproj,w,M,probes,recall,qps,time_per_query
50,42,12,20,10000,100,0.2348626222828768,10.64906,0.09390500194383354
50,42,12,20,10000,250,0.2348626222828768,12.173163,0.08214791833478283
50,42,12,20,10000,500,0.2348626222828768,14.591386,0.06853358550037673
50,42,12,40,2000,100,0.10796144227064204,34.421433,0.029051666733340243
50,42,12,40,2000,250,0.10796144227064204,79.065446,0.012647750067709731
50,42,12,40,2000,500,0.10796144227064204,46.203604,0.021643333277637823
50,42,12,40,5000,100,0.1700096811064062,23.608105,0.04235833413990662
50,42,12,40,5000,250,0.1700096811064062,25.17222,0.03972633323560656
50,42,12,40,5000,500,0.1700096811064062,20.673793,0.048370417561982945
50,42,12,40,10000,100,0.2348626222828768,11.781176,0.08488116975758617
50,42,12,40,10000,250,0.2348626222828768,9.482523,0.10545716577750457
50,42,12,40,10000,500,0.2348626222828768,9.693194,0.10316516929301116
50,42,12,80,2000,100,0.10796144227064204,60.90814,0.016418166767200575
50,42,12,80,2000,250,0.10796144227064204,61.575091,0.016240333286718162
50,42,12,80,2000,500,0.10796144227064204,21.700996,0.04608083426216935
50,42,12,80,5000,100,0.1700096811064062,17.970878,0.055645583927507604
50,42,12,80,5000,250,0.1700096811064062,22.917076,0.04363558422549194
50,42,12,80,5000,500,0.1700096811064062,21.547854,0.04640833374868792
50,42,12,80,10000,100,0.2348626222828768,10.180932,0.09822283460885506
50,42,12,80,10000,250,0.2348626222828768,11.99964,0.08333583340833559
50,42,12,80,10000,500,0.2348626222828768,12.516193,0.07989649887949156
50,42,12,120,2000,100,0.10796144227064204,75.90853,0.013173750038368548
50,42,12,120,2000,250,0.10796144227064204,34.304042,0.02915108371194275
50,42,12,120,2000,500,0.10796144227064204,68.617304,0.014573583363170316
50,42,12,120,5000,100,0.1700096811064062,18.700706,0.053473916974043655
50,42,12,120,5000,250,0.1700096811064062,18.51012,0.0540245011917805
50,42,12,120,5000,500,0.1700096811064062,14.935218,0.06695583552914995
50,42,12,120,10000,100,0.2348626222828768,5.34599,0.18705609251046112
50,42,12,120,10000,250,0.2348626222828768,6.187576,0.16161417653698315
50,42,12,120,10000,500,0.2348626222828768,12.826021,0.07796650262774402
50,42,12,300,2000,100,0.10796144227064204,49.125163,0.02035616655358477
50,42,12,300,2000,250,0.10796144227064204,42.383807,0.023593916421901413
50,42,12,300,2000,500,0.10796144227064204,33.205125,0.030115833022763803
50,42,12,300,5000,100,0.1700096811064062,13.701539,0.07298450195996231
50,42,12,300,5000,250,0.1700096811064062,25.636808,0.039006416087369385
50,42,12,300,5000,500,0.1700096811064062,16.756079,0.05967983321157653
50,42,12,300,10000,100,0.2348626222828768,9.138547,0.10942658608638768
50,42,12,300,10000,250,0.2348626222828768,15.641803,0.06393124884644052
50,42,12,300,10000,500,0.2348626222828768,6.801214,0.14703257389048485
50,42,12,500,2000,100,0.10796144227064204,58.084377,0.017216333404075246
50,42,12,500,2000,250,0.10796144227064204,36.046753,0.02774174972153525
50,42,12,500,2000,500,0.10796144227064204,18.809632,0.053164251166636325
50,42,12,500,5000,100,0.1700096811064062,11.371314,0.08794058452699485
50,42,12,500,5000,250,0.1700096811064062,12.1273,0.08245858517559555
50,42,12,500,5000,500,0.1700096811064062,25.445131,0.03930024962339553
50,42,12,500,10000,100,0.2348626222828768,9.814361,0.10189150368526285
50,42,12,500,10000,250,0.2348626222828768,13.187031,0.0758320807769391
50,42,12,500,10000,500,0.2348626222828768,6.375985,0.15683851201030116
50,42,12,1000,2000,100,0.10796144227064204,49.313312,0.020278500052886325
50,42,12,1000,2000,250,0.10796144227064204,52.042901,0.019214916555093654
50,42,12,1000,2000,500,0.10796144227064204,47.078763,0.021240999896280196
50,42,12,1000,5000,100,0.1700096811064062,27.554092,0.03629225016741615
50,42,12,1000,5000,250,0.1700096811064062,13.571099,0.073685999932651
50,42,12,1000,5000,500,0.1700096811064062,19.901851,0.05024658259173983
50,42,12,1000,10000,100,0.2348626222828768,8.045009,0.12430066889918955
50,42,12,1000,10000,250,0.2348626222828768,12.233276,0.08174425231638688
50,42,12,1000,10000,500,0.2348626222828768,5.93084,0.16861018000822817
50,42,14,20,2000,100,0.10796144227064204,54.202256,0.01844941657040991
50,42,14,20,2000,250,0.10796144227064204,26.399213,0.037879917102074216
50,42,14,20,2000,500,0.10796144227064204,22.346868,0.04474900017308913
50,42,14,20,5000,100,0.1700096811064062,15.790284,0.06333008323346179
50,42,14,20,5000,250,0.1700096811064062,22.947754,0.043577249433648275
50,42,14,20,5000,500,0.1700096811064062,18.778138,0.05325341628653491
50,42,14,20,10000,100,0.2348626222828768,7.862702,0.12718274201413204
50,42,14,20,10000,250,0.2348626222828768,9.124927,0.10958991781523293
50,42,14,20,10000,500,0.2348626222828768,6.527504,0.15319791454742884
50,42,14,40,2000,100,0.10796144227064204,45.288659,0.022080583132302503
50,42,14,40,2000,250,0.10796144227064204,61.718236,0.0162026665830177
50,42,14,40,2000,500,0.10796144227064204,44.215506,0.022616500193393695
50,42,14,40,5000,100,0.1700096811064062,27.563396,0.0362799997503936
50,42,14,40,5000,250,0.1700096811064062,29.193884,0.034253749860758506
50,42,14,40,5000,500,0.1700096811064062,19.951617,0.050121250823930714
50,42,14,40,10000,100,0.2348626222828768,7.174412,0.1393842450085108
50,42,14,40,10000,250,0.2348626222828768,7.630433,0.1310541616707728
50,42,14,40,10000,500,0.2348626222828768,10.160081,0.09842441216758016
50,42,14,80,2000,100,0.10796144227064204,25.672403,0.03895233336746856
50,42,14,80,2000,250,0.10796144227064204,32.048714,0.03120250004415154
50,42,14,80,2000,500,0.10796144227064204,28.685488,0.0348608327667286
50,42,14,80,5000,100,0.1700096811064062,18.582985,0.053812667878707324
50,42,14,80,5000,250,0.1700096811064062,16.913224,0.05912533293474976
50,42,14,80,5000,500,0.1700096811064062,12.65425,0.07902483355394434
50,42,14,80,10000,100,0.2348626222828768,7.532125,0.13276465804802762
50,42,14,80,10000,250,0.2348626222828768,3.744386,0.2670664829961441
50,42,14,80,10000,500,0.2348626222828768,9.475312,0.10553742188120031
50,42,14,120,2000,100,0.10796144227064204,65.503971,0.015266250041543281
50,42,14,120,2000,250,0.10796144227064204,37.258518,0.02683950016476769
50,42,14,120,2000,500,0.10796144227064204,52.441822,0.019068750128475705
50,42,14,120,5000,100,0.1700096811064062,40.045251,0.024971750083424372
50,42,14,120,5000,250,0.1700096811064062,22.014309,0.04542500062118688
50,42,14,120,5000,500,0.1700096811064062,30.85404,0.032410666479981226
50,42,14,120,10000,100,0.2348626222828768,11.06213,0.09039850372396636
50,42,14,120,10000,250,0.2348626222828768,8.172399,0.12236309069099538
50,42,14,120,10000,500,0.2348626222828768,10.266378,0.09740533613704853
50,42,14,300,2000,100,0.10796144227064204,21.50318,0.04650474953006951
50,42,14,300,2000,250,0.10796144227064204,26.573894,0.03763091701953805
50,42,14,300,2000,500,0.10796144227064204,35.098495,0.028491250123402728
50,42,14,300,5000,100,0.1700096811064062,28.299351,0.03533649941300774
50,42,14,300,5000,250,0.1700096811064062,16.20971,0.06169141829187567
50,42,14,300,5000,500,0.1700096811064062,20.441085,0.0489210822223967
50,42,14,300,10000,100,0.2348626222828768,14.135491,0.07074391685439155
50,42,14,300,10000,250,0.2348626222828768,6.848326,0.14602108602890693
50,42,14,300,10000,500,0.2348626222828768,12.770563,0.07830508333892562
50,42,14,500,2000,100,0.10796144227064204,24.350699,0.04106658293464184
50,42,14,500,2000,250,0.10796144227064204,85.036424,0.011759666657666602
50,42,14,500,2000,500,0.10796144227064204,30.456389,0.032833833321474847
50,42,14,500,5000,100,0.1700096811064062,13.966529,0.07159975109062532
50,42,14,500,5000,250,0.1700096811064062,21.867762,0.04572941666367139
50,42,14,500,5000,500,0.1700096811064062,19.73019,0.050683749117469215
50,42,14,500,10000,100,0.2348626222828768,8.957978,0.11163233488628795
50,42,14,500,10000,250,0.2348626222828768,8.889271,0.11249516411413263
50,42,14,500,10000,500,0.2348626222828768,12.413648,0.08055649717150026
50,42,14,1000,2000,100,0.10796144227064204,33.374588,0.02996291669578063
50,42,14,1000,2000,250,0.10796144227064204,64.924174,0.015402583327436712
50,42,14,1000,2000,500,0.10796144227064204,78.440088,0.012748583351920768
50,42,14,1000,5000,100,0.1700096811064062,19.154,0.05220841599665866
50,42,14,1000,5000,250,0.1700096811064062,22.888358,0.043690333749585704
50,42,14,1000,5000,500,0.1700096811064062,14.843127,0.06737124865939637
50,42,14,1000,10000,100,0.2348626222828768,9.904038,0.1009689179302422
50,42,14,1000,10000,250,0.2348626222828768,7.04722,0.14189992649583807
50,42,14,1000,10000,500,0.2348626222828768,10.861626,0.0920672466534937
50,42,16,20,2000,100,0.10796144227064204,39.548749,0.025285249857081447
50,42,16,20,2000,250,0.10796144227064204,52.290544,0.019123916553631572
50,42,16,20,2000,500,0.10796144227064204,45.815341,0.021826750127211757
50,42,16,20,5000,100,0.1700096811064062,27.398949,0.03649775033341607
50,42,16,20,5000,250,0.1700096811064062,15.148646,0.06601250039112407
50,42,16,20,5000,500,0.1700096811064062,20.775336,0.048133998891762814
50,42,16,20,10000,100,0.2348626222828768,7.29682,0.1370460008606489
50,42,16,20,10000,250,0.2348626222828768,9.433658,0.10600341882226386
50,42,16,20,10000,500,0.2348626222828768,7.345937,0.1361296727701313
50,42,16,40,2000,100,0.10796144227064204,37.311112,0.026801667020806025
50,42,16,40,2000,250,0.10796144227064204,82.137772,0.012174666729455481
50,42,16,40,2000,500,0.10796144227064204,52.66877,0.01898658351049398
50,42,16,40,5000,100,0.1700096811064062,19.438046,0.05144550023186487
50,42,16,40,5000,250,0.1700096811064062,15.039799,0.06649025030188235
50,42,16,40,5000,500,0.1700096811064062,17.18245,0.058198918082112854
50,42,16,40,10000,100,0.2348626222828768,6.057709,0.16507891019525697
50,42,16,40,10000,250,0.2348626222828768,7.939632,0.12595042188353314
50,42,16,40,10000,500,0.2348626222828768,8.21493,0.12172958260143421
50,42,16,80,2000,100,0.10796144227064204,35.750568,0.02797158355637874
50,42,16,80,2000,250,0.10796144227064204,48.554296,0.020595499932693904
50,42,16,80,2000,500,0.10796144227064204,78.664796,0.012712166697794526
50,42,16,80,5000,100,0.1700096811064062,14.43986,0.06925274898787108
50,42,16,80,5000,250,0.1700096811064062,14.47852,0.0690678329000478
50,42,16,80,5000,500,0.1700096811064062,16.643112,0.06008491681123098
50,42,16,80,10000,100,0.2348626222828768,8.549926,0.1169600766135286
50,42,16,80,10000,250,0.2348626222828768,4.563097,0.21914940664202404
50,42,16,80,10000,500,0.2348626222828768,9.411226,0.10625608183248389
50,42,16,120,2000,100,0.10796144227064204,73.733625,0.013562333331638041
50,42,16,120,2000,250,0.10796144227064204,42.218438,0.023686333445117037
50,42,16,120,2000,500,0.10796144227064204,52.834575,0.018926999980599823
50,42,16,120,5000,100,0.1700096811064062,14.334554,0.06976150077637575
50,42,16,120,5000,250,0.1700096811064062,31.774949,0.031471332967363694
50,42,16,120,5000,500,0.1700096811064062,22.593084,0.044261332361708566
50,42,16,120,10000,100,0.2348626222828768,9.097229,0.10992358222487308
50,42,16,120,10000,250,0.2348626222828768,10.737237,0.09313382949449658
50,42,16,120,10000,500,0.2348626222828768,7.32662,0.13648858545959802
50,42,16,300,2000,100,0.10796144227064204,89.516165,0.01117116668257627
50,42,16,300,2000,250,0.10796144227064204,76.590693,0.013056416658875249
50,42,16,300,2000,500,0.10796144227064204,37.933509,0.026361916584094553
50,42,16,300,5000,100,0.1700096811064062,53.453783,0.01870774983315961
50,42,16,300,5000,250,0.1700096811064062,15.708616,0.06365933192332157
50,42,16,300,5000,500,0.1700096811064062,24.477258,0.04085424927906549
50,42,16,300,10000,100,0.2348626222828768,8.39064,0.11918042008714473
50,42,16,300,10000,250,0.2348626222828768,7.245353,0.13801950022310852
50,42,16,300,10000,500,0.2348626222828768,7.350117,0.13605225603891746
50,42,16,500,2000,100,0.10796144227064204,43.660655,0.02290391658118734
50,42,16,500,2000,250,0.10796144227064204,41.13872,0.02430799985998592
50,42,16,500,2000,500,0.10796144227064204,42.603046,0.023472500064901463
50,42,16,500,5000,100,0.1700096811064062,63.388428,0.01577575011009896
50,42,16,500,5000,250,0.1700096811064062,15.66322,0.06384383287727555
50,42,16,500,5000,500,0.1700096811064062,30.370828,0.03292633312466819
50,42,16,500,10000,100,0.2348626222828768,6.228955,0.16054057221476153
50,42,16,500,10000,250,0.2348626222828768,9.003345,0.11106983015756922
50,42,16,500,10000,500,0.2348626222828768,3.530348,0.2832581943763051
50,42,16,1000,2000,100,0.10796144227064204,12.232516,0.08174933104522406
50,42,16,1000,2000,250,0.10796144227064204,19.328496,0.05173708290598503
50,42,16,1000,2000,500,0.10796144227064204,45.606394,0.021926750007904592
50,42,16,1000,5000,100,0.1700096811064062,29.689375,0.0336820832368482
50,42,16,1000,5000,250,0.1700096811064062,65.826646,0.01519141655796955
50,42,16,1000,5000,500,0.1700096811064062,13.500196,0.07407299864387154
50,42,16,1000,10000,100,0.2348626222828768,9.87982,0.10121641892261195
50,42,16,1000,10000,250,0.2348626222828768,5.013784,0.19945015581046172
50,42,16,1000,10000,500,0.2348626222828768,13.021356,0.07679691731030162
50,42,20,20,2000,100,0.10796144227064204,29.455659,0.033949333810525166
50,42,20,20,2000,250,0.10796144227064204,237.290147,0.004214249991593625
50,42,20,20,2000,500,0.10796144227064204,102.846271,0.009723249956238083
50,42,20,20,5000,100,0.1700096811064062,13.525455,0.07393466615356009
50,42,20,20,5000,250,0.1700096811064062,49.793771,0.020082833252376087
50,42,20,20,5000,500,0.1700096811064062,11.105815,0.09004291895732101
50,42,20,20,10000,100,0.2348626222828768,3.577515,0.27952363581983586
50,42,20,20,10000,250,0.2348626222828768,8.195949,0.12201149616719185
50,42,20,20,10000,500,0.2348626222828768,23.358255,0.042811417205608895
50,42,20,40,2000,100,0.10796144227064204,50.715083,0.01971799986997951
50,42,20,40,2000,250,0.10796144227064204,48.258278,0.020721833464509447
50,42,20,40,2000,500,0.10796144227064204,94.613347,0.010569333309813043
50,42,20,40,5000,100,0.1700096811064062,14.851614,0.06733274915440167
50,42,20,40,5000,250,0.1700096811064062,21.606517,0.04628233231668019
50,42,20,40,5000,500,0.1700096811064062,22.831876,0.0437984158638563
50,42,20,40,10000,100,0.2348626222828768,28.227125,0.03542691648547275
50,42,20,40,10000,250,0.2348626222828768,8.16261,0.12250983447696262
50,42,20,40,10000,500,0.2348626222828768,4.40203,0.2271679202549733
50,42,20,80,2000,100,0.10796144227064204,47.669365,0.020977833457609514
50,42,20,80,2000,250,0.10796144227064204,17.047125,0.05866091789671279
50,42,20,80,2000,500,0.10796144227064204,8.893836,0.11243742295225592
50,42,20,80,5000,100,0.1700096811064062,43.454959,0.023012333298945236
50,42,20,80,5000,250,0.1700096811064062,36.737018,0.027220500041674586
50,42,20,80,5000,500,0.1700096811064062,5.608496,0.17830092060331326
50,42,20,80,10000,100,0.2348626222828768,28.339785,0.03528608279844043
50,42,20,80,10000,250,0.2348626222828768,8.766508,0.11407050561067189
50,42,20,80,10000,500,0.2348626222828768,12.238741,0.08170775082175528
50,42,20,120,2000,100,0.10796144227064204,10.508369,0.09516224639618194
50,42,20,120,2000,250,0.10796144227064204,7.976825,0.1253631614082044
50,42,20,120,2000,500,0.10796144227064204,32.132816,0.031120832982705283
50,42,20,120,5000,100,0.1700096811064062,51.138688,0.019554666713389283
50,42,20,120,5000,250,0.1700096811064062,19.845503,0.050389249393174865
50,42,20,120,5000,500,0.1700096811064062,25.899579,0.03861066621970959
50,42,20,120,10000,100,0.2348626222828768,3.835091,0.2607500056713126
50,42,20,120,10000,250,0.2348626222828768,10.366508,0.09646449894217031
50,42,20,120,10000,500,0.2348626222828768,5.00469,0.19981257580389594
50,42,20,300,2000,100,0.10796144227064204,20.182314,0.0495483322675487
50,42,20,300,2000,250,0.10796144227064204,71.141887,0.014056416580572287
50,42,20,300,2000,500,0.10796144227064204,35.255233,0.028364583493179583
50,42,20,300,5000,100,0.1700096811064062,46.137698,0.02167424998100252
50,42,20,300,5000,250,0.1700096811064062,18.391509,0.054372917415313776
50,42,20,300,5000,500,0.1700096811064062,20.336467,0.04917274962263603
50,42,20,300,10000,100,0.2348626222828768,8.918041,0.11213224967232152
50,42,20,300,10000,250,0.2348626222828768,8.173797,0.12234216240016726
50,42,20,300,10000,500,0.2348626222828768,16.956266,0.05897524844208035
50,42,20,500,2000,100,0.10796144227064204,43.420367,0.02303066669150908
50,42,20,500,2000,250,0.10796144227064204,35.093979,0.02849491646416042
50,42,20,500,2000,500,0.10796144227064204,25.371105,0.03941491708776579
50,42,20,500,5000,100,0.1700096811064062,51.160927,0.019546166550109618
50,42,20,500,5000,250,0.1700096811064062,6.04159,0.16551934176268168
50,42,20,500,5000,500,0.1700096811064062,11.347421,0.08812575121695053
50,42,20,500,10000,100,0.2348626222828768,6.877851,0.14539425178009818
50,42,20,500,10000,250,0.2348626222828768,3.656045,0.2735196093045901
50,42,20,500,10000,500,0.2348626222828768,6.225907,0.16061916761686287
50,42,20,1000,2000,100,0.10796144227064204,21.268073,0.04701883428743168
50,42,20,1000,2000,250,0.10796144227064204,129.336825,0.007731750025563098
50,42,20,1000,2000,500,0.10796144227064204,40.820631,0.02449741651470307
50,42,20,1000,5000,100,0.1700096811064062,10.605878,0.09428733764427612
50,42,20,1000,5000,250,0.1700096811064062,9.169286,0.10905974576428307
50,42,20,1000,5000,500,0.1700096811064062,5.19447,0.1925124218640208
50,42,20,1000,10000,100,0.2348626222828768,11.545955,0.08661041897357127
50,42,20,1000,10000,250,0.2348626222828768,15.23736,0.06562816655903647
50,42,20,1000,10000,500,0.2348626222828768,3.687625,0.27117724822887357
